text,spam
"Subject: [ ilug ] seeking your partnership  dear partner to be ,  first , i must apologise to you for using this medium to communicate to you  about this project .  i am a highly placed official of government of nigeria and also a  founding member of the ruling party in power now , the peoples democratic  party ( pdp ) .  my committee - the niger delta development corporation ( nddc ) - which is in  charge of managing and supervising the disbursement of oil sales revenues  for the nigerian government . the revenues under our control runs into  several hundred of millions of dollars monthly . my self and  other colleagues in the nddc are currently in need of a foreign partner  with whose bank account we shall transfer the sum of forty nine million  five hundred thosand united states dollars ( $ 49 . 5 m ) . this fund accrued to us  as commission for oil sales contracts handled under our supervision .  the fund is presently waiting in the government account named cbn / fgn  independent revenue account number 400 - 939134 with j . p . morgan chase  bank , new york . you can do your independent verification of this . however ,  by virtue of our position as civil servants and members of the nddc , we  cannot acquire this funds in our name . this is because as top civil  servants , we are not allowed by law of the land to own or operate bank  accounts outside our country for now .  i have been delegated as a matter of trust by my colleagues ,  to look for an overseas partner in whose account we would  transfer the fund  hence the reason for this mail . we shall be transferring the money to your  account with your company as we shall present your company as a registered  foreign company in nigeria and you are been paid for a contract which you  executed for our country through the nddc and any other federal ministry  that we decide to use to siphon the funds through .  for your support and partnership , please reply me to negotiate your fees or  the percentage you wish to be paid when the funds arrive your bank account .  you must however note that this transaction , with  regards to our disposition to continue with you , is subject  to these terms . firstly , our conviction of your transparency .  secondly , that you treat this transaction with utmost secrecy  and confidentiality . finally and above all , that you will provide  an account that you have absolute control over .  the transaction , although discrete , is legitimate and there  is no risk or legal disadvantages either to ourselves or yourself now or  in the future as we have put in place perfect mchineries that will ensure  a hitch free transfer into your account upon acceptance .  the transfer will be effected to your account within ten - fourteen  ( 10 - 14 ) working days as soon as we reach an agreement and you furnish  me with a suitable bank account and company name and address with all  your contact numbers including fax number .  i am looking forward to doing business with you and do solicit  your confidentiality in this transaction , please mail your  response to me .  yours faithfully ,  anderson k . eseimoku  - -  irish linux users ' group : ilug @ linux . ie  http : / / www . linux . ie / mailman / listinfo / ilug for ( un ) subscription information .  list maintainer : listmaster @ linux . ie",1
"Subject: year end 2000 performance feedback  note : you will receive this message each time you are selected as a reviewer .  you have been selected to participate in the year end 2000 performance  management process by providing meaningful feedback on specific employee ( s ) .  your feedback plays an important role in the process , and your participation  is critical to the success of enron ' s performance management goals .  to complete requests for feedback , access pep at http : / / pep . corp . enron . com  and select perform review under performance review services . you may begin  providing feedback immediately and are requested to have all feedback forms  completed by friday , november 17 , 2000 .  if you have any questions regarding pep or your responsibility in the  process , please contact the pep help desk at :  houston : 1 . 713 . 853 . 4777 , option 4  london : 44 . 207 . 783 . 4040 , option 4  email : perfmgmt @ enron . com  thank you for your participation in this important process .  the following is a cumulative list of employee feedback requests with a  status of "" open . "" once you have submitted or declined an employee ' s request  for feedback , their name will no longer appear on this list .  review group : enron  feedback due date : nov 17 , 2000  employee name supervisor name date selected  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  andrews , naveen c rudi c zipter oct 31 , 2000  baxter , ashley david davies nov 02 , 2000  campos , hector o peyton s gibner nov 06 , 2000  carson , richard l richard b buy oct 30 , 2000  crenshaw , shirley j wincenty j kaminski oct 26 , 2000  gandy , kristin h celeste c roberts nov 01 , 2000  gorny , vladimir theodore r murphy ii nov 02 , 2000  kindall , kevin vasant shanbhogue oct 30 , 2000  lamas vieira pinto , rodrigo david port oct 31 , 2000  raymond , maureen j wincenty j kaminski nov 02 , 2000  supatgiat , chonawee peyton s gibner oct 27 , 2000  tamarchenko , tanya v vasant shanbhogue oct 26 , 2000  villarreal , norma e sheila h walton oct 26 , 2000  walton , sheila h david oxley oct 27 , 2000  yaman , sevil vasant shanbhogue oct 27 , 2000  yuan , ding richard l carson oct 31 , 2000",0
"Subject: free tv - 100 % legal  good day to you sir ,  never pay for ppv sports , movies , adult channels ,  ondemand , ever again !  get yourself a 54 mhz cablefilter for your t . v .  then start saving on your cable bills ! it ' ll pay  for itself by your next bill !  goto our page below  our page : click 2 out . com  regards ,  thaddeus adams  no : c l i c k 2 o u t . c o m / r",1
"Subject: research group  hello norma :  in answer to your phone message i am sending you the following information .  there is one thing you probably need to be aware of . on the research  list , elena chilkina is shown as an analyst p / t , however , in the records she  is shown as an "" adm coord "" . this was done so that she could be considered  non - exempt and receive overtime . however , her actual job is an analyst .  also , roman zadarozhny is an analyst that rotated out of our group 6 months  ago , but was never moved to the new group . he is now up for rotation again  and vince said that we will just keep him until he finds a new rotation .  if you have any questions , please call me .",0
"Subject: transportation for m . gillis and g . whitaker for post presentation  celebration at enron box at enron field  hi judith !  i have a special parking ticket for malcolm and gil to use in dr . gillis ' s  car . then , i ' ll have a car pick up gil when he ' s ready to leave the  game - - we ' ll take care of everything ( thanks for offering ) - - we ' re really  looking forward to the event !  best regards for a great weekend !  - - christie .  - - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 05 / 04 / 2001  04 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  judith duvall on 05 / 04 / 2001 02 : 09 : 26 pm  to : christie . patrick @ enron . com  cc :  subject : re : rice alp final presentation and post presentation celebration  at enron box at enron field  christie :  could you please fill me in on the logistics ? dr . gillis and gil whitaker  will  be at the apl project presentation at enron at 4 p . m . . further , they both  plan  to attend the dinner at enron field . however , dr . gillis must skip the  game due  to an early morning breakfast the next day . will you provide special parking  at the dinner / game ? i think dr . g and gil will go together , then i will have  dr . gillis picked up by limo , at approximately 8 : 00 p . m . does this sound  feasible ?  judith duvall  at 10 : 00 am 5 / 4 / 01 - 0500 , you wrote :  > hi friends !  >  > the big rice - alp final presentation day is almost here : monday , may 7 th ,  > 4 pm , at enron , 1400 smith . please come to the enron lobby and ask for  > me or my assistant , melinda mccarty .  >  > after the presentation , you are cordially invited to dinner and an astro ' s  > game ( vs phillies ) at the enron box at enron field . as participation in  > the enron box at enron field is limited to this special invitation list  > only , please confirm your attendance via return email , or via voice mail to  > me at 713 - 853 - 6117 asap .  >  > we ' re very excited about the work the rice alp team has done and we ' re all  > greatly looking forward to the presentation .  >  > hope to see everyone monday ! !  >  > best regards !  >  > - - christie .  >  >  >  judith duvall  secretary to the president  rice university  6100 main street - - msl  houston , tx 77005  713 / 348 - 4601  713 / 348 - 5271 ( fax )",0
"Subject: enhance your anatomy  i ' ve been using your product for 4 months now . i ' ve increased my  length from 2  to nearly 6 . your product has saved my sex life . - matt , fl  my girlfriend loves the results , but she doesn ' t know what i do . she  thinks  it ' s natural - thomas , ca  pleasure your partner every time with a bigger , longer , stronger unit  realistic gains quickly  to be a stud  press here  if that is so you probably owe your existence to those laws  oranjestad , aruba ,  po b 1200  here , then , i made my home ; and although it is a lonely place i amuse  myself making rustles and flutters , and so get along very nicelywhen the  braided man had completed this strange tale dorothy nearly laughed , because  it was all so absurd ; but the wizard tapped his forehead significantly , to  indicate that he thought the poor man was crazy the demon nodded  doubtless it was intended that when mankind became intelligent enough and  advanced enough to strike the master key , you and all your devices would not  only be necessary and acceptable to them , but the world would be prepared  for their general use ",1
"Subject: please help my child  dear sir / mam ,  i have send this email in order to recive some help .  i am a single father from italy and i have a big problem . my 2 year child is cancer sick and i need money to treat him . i don ' t ask for lots off money but as much as you want : 1 $ 2 $ . . . . i will be pleased .  this is my sweet boy nely :  nely pictures  the pics say all the things .  if you have a hart and you are a father then please this is my paypal email address : david _ horatiul 23 @ yahoo . com .  thank you and i ' m very sorry for this email , but i need help .  have a nice day and good bless you !  please help my boy ! ! ! ",1
"Subject: breaking biotech news  hey , i thought you might want to take a look at gtha  could genethera become the next darling of biotech ' as they announce collaborations with industry giant beckman coulter ?  breaking biotech news :  genethera inc . to collaborate with biotech giant beckman coulter inc .  - genethera news release july 11 th , 2005 .  genethera inc . ( otc . bb : gtha ) a molecular biotech company located in wheat ridge , co . granted first right of refusal to beckman coulter , inc . ( nyc : bec $ 63 . 34 ) to license genethera ' s patented technology for developing live - animal ' genetic diagnostic tests .  this is a significant milestone for genethera . beckman coulter is one of the world ' s leading manufacturers of biomedical testing systems , tests and supplies . our collaboration will unite the expertise of beckman coulter with the cutting edge technology of genethera .  - dr . antonio milici , m . d . , ph . d . genethera inc .  genethera provides genetic diagnostic solutions for the veterinary and agricultural industries with future plans to include the healthcare industry . the company was formed to realize the commercial potential of molecular diagnostic assays using roche ' s f - pcr technology to detect the presence of infectious disease from the blood of animals , particularly live animals . this platform enables  genethera to offer tests that are presently not available from any other technology . future plans include all infectious disease potentially affecting domesticated livestock as well as wildlife intended for human consumption with priority being given to mad cow , johne ' s and foot and mouth diseases in cattle . genethera has successfully developed the ability to detect both mad cow disease and chronic wasting disease ( cwd ) also known as mad deer or elk .  free information reguarding stocks !  e - mail  first name  last name  phone number  view full report  view full report  company : genethera inc .  symbol : gtha  exchange : otc . bb  recent price : $ 0 . 90  outstanding shares : 21 mil website : www . genethera . net  prior to the 1 st case of mad cow , u . s . beef exports in 2003 in the us were valued at near $ 6 billion . most of the export dollars have since been lost with the international us beef ban imposed in 2004 .  over 90 million cattle are in feedlots in the u . s .  over 35 million cattle have been slaughtered in the u . s . annually  beckman coulter , inc . is a leading manufacturer of biomedical testing instrument  systems , tests and supplies that simplify and automate laboratory processes . spanning the biomedical testing continuum - - from pioneering medical research and clinical trials to laboratory diagnostics and point - of - care testing - - beckman coulter ' s 200 , 000 installed systems provide essential biomedical information to enhance health care around the world . the company , based in fullerton , calif . , reported 2004 annual sales of $ 2 . 4 billion with 64 percent of this amount generated by recurring revenue from supplies , test kits and services . for more information , visit www . beckmancoulter . com .  we are looking forward to working with genethera to identify commercial applications of their technology .  - chris neary , general manager , prion business center , beckman coulter , inc .  in most countries around the globe , the discovery of a cow with mad cow disease ' leads to the immediate slaughter of hundreds , even thousands of cattle out of wide spread fear of disease spread and the need to complete disease testing on the dead animals . costly international beef recalls ' are common since mad cow ' testing ( until now ) has only been conducted after the slaughter process . genethera ' s live animal ' blood test could lead to halting of mass slaughters and widespread panic , while saving the industry hundreds of millions of dollars each year .  through the testing of a single blood sample , genethera could end the need to slaughter entire herds of cattle and other animals for disease testing - saving the industry hundreds of millions of dollars each year .  currently funded by an institutional money manager in southern california , genethera has plans to open laboratories worldwide to meet this exploding bse testing demand .  you want to invest in the dna revolution ? don ' t wait for customized drugs , which are years away . buy shares in a company using dna for diagnostic work .  forbes - good genes , kerry a . dolan , may 16 , 2005  new patented tests created with information gleaned from genome mapping have injected new life and higher margins ( near 75 % ) into the business . the $ 2 . 5 billion molecular diagnostics industry is expanding at a 15 % annual rate , according to consulting firm leomics associates of emerson , n . j .  genethera ( gtha ) : making their mark in biotech  genethera has just recently teamed up with biotech giant beckman coulter inc .  they are the first to market with a blood test for mad cow disease on live cattle  they have the ability to detect numerous infectious diseases utilizing genetic methods from the blood of a live animal  they are the first to market with a blood test for detecting cwd  they are presently developing a therapeutic vaccine for cwd and mad cow disease using rna interference technology  they are currently developing a blood test using the same platform for breast and prostate cancer detection with their strategic partner xpng ( xpention genetics inc . )  genethera could end beef recalls ' and potentially the slaughter of millions of animals around the globe while saving the industry hundreds of millions of dollars each year  currently funded by an institutional money manager in southern california , genethera has plans to open laboratories worldwide to handle this growing bse testing demand .  genethera could generate revenues over $ 13 million for every 1 % of cattle tested in the usa alone  international testing figures would be staggering .  genethera technology :  genethera ' s business is based on its integrated technology platform ( itp ) that combines a proprietary diagnostic solution called gene expression assay ( gea ( tm ) ) with purivax ( tm ) , its system for analyzing large - scale dna sequencing .  the first part of this platform is the ongoing development of molecular diagnostic assays solutions using real time fluorogenic polymerase chain reaction ( f - pcr ) technology to detect the presence of infectious disease from the blood of live animals . the second part of the itp is the development of therapeutic vaccines using rna interference technology . it also allows for the efficient , effective , and continuous testing , management and treatment of animal populations . these facts distinguish the technology from any alternative testing and management methodology available to agriculture today - - all of which require the destruction of individual animals and even entire herds . our testing and data analysis processes also allow us not only to separate infected from clean animals , but also to gain knowledge vital to development of preventative vaccines .  genethera inc . is committed to providing global access to cutting edge biotechnology services to fellow scientists in academia , the pharmaceutical industry , and the biotechnology industry . primarily , genethera ' s expertise focuses on technology relevant to animal and human immunotherapy . genethera is dedicated to furnishing dependable , high quality , cost - effective and prompt client consulting services . these services are backed by the cumulative experiences of greater than 100 years of research and development in both government and industry by genethera ' s senior scientists . genethera develops a commercial - scale implementation of adenovector purification process to support rd material production . furthermore , genethera evaluates and tests commercially available expression vectors and incorporates them into its vector repertoire . these technologies are well established within the repertoire of genethera ' s scientific staff .  genethera can uniquely detect and treat a variety of diseases in animals while they are still alive .  the company provides genetics - based diagnostic and vaccine solutions to meet the growing demands of today ' s veterinary industry and tomorrow ' s agriculture and healthcare industries . the company is organized and operated both to continually apply its scientific research to more effective management of diseases and , in so doing , realize the commercial potential of molecular biotechnology .  the core of genethera ' s operation is the ongoing development of molecular diagnostic assays using real time fluorogenic polymerase chain reaction . ( f - pcr ) technology uses live animal blood to detect the presence of infectious diseases and for the development of vaccines for such blood born diseases . it also allows for the efficient , effective , and continuous testing , management and treatment of animal populations . these facts distinguish the technology from any alternative testing and management methodology available to agriculture today - - all of which require the destruction of individual animals and even entire herds . our testing and data analysis processes also allow us not only to separate infected from clean animals , but also to gain knowledge vital to development of preventative vaccines .  to date , genethera has successfully developed the assay ability to detect mad cow and chronic wasting disease , a disease affecting elk and deer in north america . diagnostic assays for e . coli ol 57 : h 7 and johnne ' s disease are in the final stages of development . vaccines for e . coli ol 57 : h 7 and johnne ' s disease , both of which are diseases affecting cattle , are in advanced stages of development . in the future , the company plans to expand assay application research to a wide range of diseases / animals , the immediate targets being mad cow , hoof mouth , west nile and newcastle .  genethera can detect bse using the companies patented live animal blood test that evaluates the e . d . r . f . gene sequence . the e . d . r . f . gene is proven to decrease dramatically before any tse infection is noticeable in a live animal or human . the patent gtha holds is broad based and can detect all tse diseases including mad cow ( bse ) in cattle , cwd in elk deer and creutzfeld - jacobs in humans  the company ' s patented test can detect these diseases faster than any other method developed in the marketplace and at far less a cost . the test can also be used on a mass scale using roche f - pcr , dna analyzing robotics equipment . genethera can analyze over 2000 blood samples a day with one f - pcr machine and a single technician . the project will prove highly profitable at approx $ 4 . 00 per test when wide scale commercialization is under way .  a multi - billion dollar , international demand for commercial mad cow testing has emerged around the globe .  japan conducted 3 million post - mortem rapid mad cow tests last year alone . they used the western blot developed by prionics ag in swizterland and bio - rad ' s rapid test . costs are between $ 20 and $ 40 dollars per test . most importantly , other tests in the marketplace cannot detect the disease until the animal has been killed . testing through post - mortem brain tissue exams is extremely labor intensive and costly .  japan spent between $ 60 million - $ 120 million on 3 million post mortem rapid mad cow tests in 2004 .  genethera ' s simple blood test can be collected using their patented field collection system . the sample is then mailed to the lab for testing . the company also stated in their recent 10 k that they are currently in negotiations with strategic testing partners that we believe will absorb the costs of commercializing our live animal mad cow test .  management :  dr . tony milici - chairman of the board , president ceo  dr . milici is a ph . d . in experimental hematology and m . d . in medicine and surgery , receiving degrees from university of rome ( italy ) and stanford university . his specialties include : molecular biology / biotechnology , gene therapy / molecularly oncology and molecular . he has had extensive post - graduate training that includes a fellowship in the department of clinical immunology with the university of texas m . d . anderson cancer center and visiting fellow at university of rome ' s laboratory of cellular immunology and biochemistry . among his post - graduate activities , dr . milici was an assistant professor at the medical college of georgia ' s department of pharmacology toxology as well as an assistant biochemist in the department of molecular pathology at the university of texas m . d . anderson cancer center in houston , tx . prior to founding genethera , inc . , dr . milici was president ceo of genetrans , inc . based in augusta , ga . , a diagnostics laboratory . for dr . milici , genethera is a realization of an ambition to demonstrate the commercial potential of molecular biotechnology .  dr . thomas j . slaga - board member  dr . slaga is a ph . d . in physiology and biophysics with undergraduate degrees in biology / chemistry . since 1999 , dr . slaga has served as an adjunct professor in the department of biochemistry molecular biology at university of colorado ' s health sciences center located in denver , co . dr . slaga ' s career is steeped in research and development roles and affiliations concentrating on cancer . examples include : chair / scientific director for cancer causation and prevention , the amc cancer research center located in denver , co ; director , professor of biochemistry at the university of texas m . d . anderson cancer center ( science park - research division ) located in smithville , tx ; and group leader and research staff member , skin carcinogenesis and tumor promotion , biology division of the oak ridge national laboratory in oak ridge , tn . dr . slaga ' s blend of scientific and management experience lends to genethera ' s board an important dimension vis - - vis its development opportunities .  mr . richard w . bryans , jr . - board member - general counsel  mr . bryans is an attorney at law in denver , co . a graduate of regis university in business administration / economics , mr . bryans went on to graduate from the university of denver college of law and has been practicing law in denver for over 12 years . mr . bryans provides the genethera board with the much - valued legal perspective to benefit a young , publicly traded company . additionally , the company will be able to take advantage of mr . bryans ' legal experience in the important area of vaccine licensing that is integral to the future of genethera .  to join market movers mailings click here to find out more .  tw inc .  4636 hidden forest dr .  sarasota fl , 32430  disclaimer :  this publicly distributed email report of otc special situations report , a publication of otc growth stock watch , is a sponsored advertisement . this paid advertising issue of otc growth stock watch does not purport to provide an analysis of any company ' s financial position and is not in any way to be construed as an offer or solicitation to buy or sell any security . otc growth stock watch is a paid advertiser . xpention genetics inc . is the featured company . the distribution costs of this report to new subscribers , eighty thousand dollars were funded by tw inc . in an effort to create investor awareness of xpention genetics , inc . tw inc . is not a broker - dealer nor are they an investment advisor . market movers , otc growth stock watch , otc special situations report , nor is geoffrey eiten to be considered a broker - dealer though they are investment advisors . it is anticipated that this report will generate new subscriptions for growth stock watch . neither otc growth stock watch nor geoffrey eiten , the reviewer [ or analyst ] , received any compensation for this report , but both expect to receive an unknown amount of revenue from new subscriptions from the subscription offer contained herein . this report , including the opinions expressed and the statements made within , is for informational and advertising purposes only and should not be construed as investment advice and do not constitute an offer to sell any securities , and it is not soliciting an offer to buy any securities in any state or other jurisdiction where the offer or sale is not permitted . readers should consult with their own professional investment , tax and portfolio advisors before making any investment decision and should independently verify all information herein . the information used to prepare this report is believed to be from reliable sources , but no representation is made as to the accuracy or completeness of such information . investment in securities carries a high degree of risk and involves risks and uncertainties which may result in investors ' losing all of their invested capital . past performance does not guarantee future results . the information contained herein contains forward - looking statements , within the meaning of section 27 a of the securities act of 1933 and section 21 e of the securities exchange act of 1934 . forward - looking statements are based upon expectations , estimates and projections at the time the statements are made and involve risks and uncertainties that could cause actual events to differ materially from those anticipated . forward - looking statements may be identified through the use of words such as expects , will , anticipates , estimates , believes , or by statements indicating certain actions may , could , should , or might occur . any statements that express or involve predictions , expectations , beliefs , plans , projections , objectives , goals or future events or performance may be forward - looking statements . factors that could cause actual results to differ materially include but are not limited to adverse economic conditions , intense competition , lack of meaningful research results , inadequate capital , termination of contracts or agreements , adverse publicity and news coverage , inability to carry out research , development and commercialization plans , loss or retirement of key executives and research scientists , and other risks detailed in the company ' s reports filed with the securities and exchange commission . more complete information about xpention genetics , inc . is available from the website of the securities and exchange commission , at http : / / www . sec . gov , and copies of its filings may be read without charge at and copies obtained at prescribed rates from the public reference facilities of the commission , at 450 fifth street , nw , washington , dc 20549 .  media matrix 7025 county rd . , 46 a dte 1071 # 349 lake mary , fl 32746 this e - mail message is an advertisement and / or solicitation . ",1
Subject: we will guide you thru all of the answers to your questions about laser vision correction .  there ' s a good chance you could throw your glasses and contacts away . information for you now .  tuaujryt,1
"Subject: get the software you need , now !  save up to 40 % on popular software bundles !  last words are for people who haven ' t said anything in life .  human nature constitutes a part of the evidence in every case .",1
Subject: premium online medication here  kodachrome buddhism emilio  get all your prescriptions in one location !  a whole range of tablets ! take a look !  and the costs are very low !  stop receiving promotional material now  arrogate disposal caucasian consult ,1
"Subject: failure notice  hi . this is the qmail - send program at stl 7 . startlogic . com .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  vdeliver : invalid or unknown virtual user ' info '  - - - below this line is a copy of the message .  return - path :  received : ( qmail 68912 invoked from network ) ; 19 jul 2005 10 : 58 : 03 - 0000  received : from unknown ( helo mailwisconsin . com ) ( 222 . 160 . 120 . 186 )  by stl 7 . startlogic . com with smtp ; 19 jul 2005 10 : 58 : 03 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 24815692 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : info @ itresults . net  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbeiivable !",1
"Subject: a cry for help  dear friend , i am mrs . sese - seko widow of late president mobutu  sese - seko of zaire ? now known as democratic republic  of congo ( drc ) . i am moved to write you this letter ,  this was in confidence considering my and situation .  i escaped along with my husband and two of our sons  george kongolo and basher out of democratic republic of  congo ( drc ) to abidjan , cote d ' ivoire where my family  and i settled , while we later moved to settled in  morroco where my husband later died of cancer  disease . however due to this situation we decided to  changed most of my husband ' s billions of dollars  deposited in swiss bank and other countries into other  forms of money coded for safe purpose because the new  head of state of ( dr ) mr laurent kabila has made  arrangement with the swiss government and other  european countries to freeze all my late husband ' s  treasures deposited in some european countries . hence  my children and i decided laying low in africa to  study the situation till when things gets better ,  like now that president kabila is dead and the son  taking over ( joseph kabila ) . one of my late husband ' s  chateaux in southern france was confiscated by the  french government , and as such i had to change my  identity so that my investment will not be traced and  confiscated . i have deposited the sum eighteen million  united state dollars ( us $ 18 , 000 , 000 , 00 . ) with a  security company , for safekeeping . the funds are  security coded to prevent them from  knowing the content . what i want you to do is to  indicate your interest that you will assist us by receiving the money on our  behalf . acknowledge this message , so that i can introduce you to my son  ( kongolo ) who has the out modalities for the claim of the said funds . i  want you to assist in investing this money , but i will not want my identity  revealed . i will also want to buy properties and stock in multi - national  companies and to engage in other safe and  non - speculative investments . may i at this point  emphasise the high level of confidentiality , which  this business demands , and hope you will not betray  the trust and confidence , which i repose in you . in  conclusion , if you want to assist us , my son shall  put you in the picture of the business , tell you  where the funds are currently being maintained and  also discuss other modalities including remunerationfor your services .  for this reason kindly furnish us your contact  information , that is your personal telephone and fax  number for confidential purpose . best regards , mrs m . sese seko",1
"Subject: vaal medz  how t pestilent o save on your medlcations over 70 % .  phar anthropoid mshop - suc mucilage cessfull and proven way to save your mo impendence ney .  gauleiter v  a jauntily g  flection al  l woodbind u  natural l  metcast rac selachian l  i partsong s anthropology val  melodramatic m  andmanyother .  bes unstrap t prlces .  wo phthisic rldwide shlpplng .  easy ord inconvenient er form .  total confident exanimate iaiity .  250 , 00 roumanian 0 satisfied customers .  order toda retrial y and save !",1
"Subject: the answer ! ! !  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 08 / 09 / 2000  03 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  nathan mantua on 08 / 09 / 2000 03 : 21 : 37 pm  to : mike a roberts / hou / ect @ ect  cc :  subject : re : pdo  i ' m not sure what to think , other than we really don ' t have a  credible way to determine what will happen with the pdo . one factor  that provides insight into the climate outlook for the next few months  and next few seasons is the expected changes with enso ( for which  there is some demonstrated skill in forecasting ) . the latest  observations show trends to near - normal enso conditions , with  some indication that ocean temperatures will likely be a bit  warmer than normal in the tropics . if this is true , i ' d expect a slight  bias toward el nino - like climate over north america , which would  tend to go against the continuation of cold phase pdo conditions .  best wishes ,  nate mantua  mrobert @ ect . enron . com wrote :  > hi  >  > are you thinking we are moving into a cold phase pdo now ? ?  >  > thanks  >  > mike roberts  - -  ~ ~ ~ ~ ~ ~ ~ ~ ~ ? nathan mantua email : mantua @ atmos . washington . edu ? ( 206 ) 616 - 5347 fax : ( 206 ) 616 - 5775 ? ? dept of atmospheric sciences , jisao ? university of washington ? box 354235 ? seattle wa 98195 - 4235 ? ? http : / / www . atmos . washington . edu / ~ mantua ? ~ ~ ~ ~ ~ ~ ~ ~ ~  - attl . htm",0
"Subject: re : d dhar , amitava  cc : chaney , craig ; mumford , mike ; kirkpatrick , eric ; brent , richard ; parsons ,  ben ; albanis , george  subject : re : d & b contact names  iris / amitava ,  i may have already said this , but we ' ve had so many e - mails and telephone  calls flying back and forth that i wanted to make sure i at least got this  much out to you . clearly , i would like you to set up the meeting with the  riskcalc gurus to dig deeper into their methodology ( as much as they ' ll tell )  and the impact of missing variables and any other idiosyncracies the model  may have . also try to get a better feel for how well they think the model  extends to other countries . i know from a previous conversation with lea  carty and reading about the model that it was calibrated off north american  names but they suspect it might extend to other countries . conversely , i  know they are working efforts within moody ' s risk management services to  develop private ( and probably public ) firm models specific to regions . one  they mentioned was australia and also within western europe . data , as  always , was the issue . see if the quants have any perspective on their  success / plan in that area .  lastly , we truly appreciate the aggressive efforts you both have made toward  pushing off this private model initiative and i ' m very confident we ' ll be  able to nail a firm plan down upon receipt of either d & b and / or experian data .  cheers ,  scott  - - - - - - - - - - - - - - - - - - - - - - forwarded by scott salmon / eu / enron on 19 / 04 / 2001 20 : 51  - - - - - - - - - - - - - - - - - - - - - - - - - - -  mike mumford @ ect  19 / 04 / 2001 17 : 55  to : scott salmon / eu / enron @ enron  cc :  subject : re : d & b contact names  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike mumford / lon / ect on 19 / 04 / 2001 17 : 59  - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : iris mack / enron @ enronxgate on 19 / 04 / 2001 09 : 23 cdt  to : mike mumford / lon / ect @ ect  cc : amitava dhar / corp / enron @ enron  subject : re : d & b contact names  hi ,  two riskcalc sales people made a presentation this week about their product .  they stated that they could set up a meeting with their quants and our  people to discuss the model input and what happens if we have less than 17  inputs .  regards ,  iris  - - - - - original message - - - - -  from : mumford , mike  sent : thursday , april 19 , 2001 1 : 37 am  to : mack , iris  subject : re : d & b contact names  ooops . . . part ii .  i just threw out 12 as a number for something we might develop . . . it ' s really  not based on anything . we know 17 will work for pre - packaged programs . we  also know there will be a great number of names with less than the full 17 . . .  i assume we would pursue another model ( internal or external ) to provide  probably less accurate numbers but at least available for names with fewer  inputs .  mike  from : iris mack / enron @ enronxgate on 18 / 04 / 2001 15 : 02 cdt  to : mike mumford / lon / ect @ ect  cc : amitava dhar / corp / enron @ enron , scott salmon / eu / enron @ enron , eric  kirkpatrick / eu / enron @ enron  subject : re : d salmon , scott ; kirkpatrick , eric  subject : re : d & b contact names  iris ,  thanks .  after our meeting we stuck around to discuss things a little further .  specifically with respect to global counterparty names . . . we have duns  cross - references on about 70 of active names ( 13 k out of 18 . 5 k ) . we could  greatly accellerate purchase of some useful data by buying blind all major  data associated with these specific duns numbers .  pro - data gets in on names we know we want to review asap , but without  resolution on which specific fields are most useful . we also get to test for  completeness of data ( how many have all 17 fields . . . how many have only 12 of  which fields , etc . ) .  con - costs could be significantly higher . . . buying info we don ' t know we  need ( converse of buying only the 17 fields doesn ' t seem best answer ) . we  would end up buying additional info later . . . overhead costs and piecemeal  buying will increase costs . it development time would be greatly  increased . . . multiple file formats . . . developing to unknown maximum size ,  etc . . . . redoing when more data is purchased .  any thoughts .  mike",0
"Subject: the penis patch is amazing  the penis patch is amazing  http : / / www . gretan . com / ss /  who can believe that there is no soul behind those luminous eyes !  nobody cares if you can ' t dance well . just get up and dance .  no man is happy who does not think himself so .  though this be madness , yet there is method in ' t .  hell has no benefits , only torture .",1
